CRAFTABLE PLANS LIST	Y/N	QUALITY	TYPE	STATION	CATEGORY	STYLE	RELEASE	NOTES
Breton Amphora, Ceramic		Fine	Praxis	Enchanting	Hearth	Breton	Homestead	
Breton Amphora, Glazed		Superior	Design	Provisioning	Hearth	Breton	Homestead	
Breton Armchair, Padded		Epic	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Armoire, Knotwork		Epic	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Bed, Bunk		Fine	Pattern	Clothing	Suite	Breton	Homestead	
Breton Bed, Canopy		Epic	Pattern	Clothing	Suite	Breton	Homestead	
Breton Bed, Four-Poster		Superior	Pattern	Clothing	Suite	Breton	Homestead	
Breton Bed, Full		Superior	Pattern	Clothing	Suite	Breton	Homestead	
Breton Bed, Single		Fine	Pattern	Clothing	Suite	Breton	Homestead	
Breton Bench, Knotwork		Superior	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Bench, Plain		Fine	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Bookcase, Knotwork		Superior	Blueprint	Woodworking	Library	Breton	Homestead	
Breton Bookcase, Tall		Fine	Blueprint	Woodworking	Library	Breton	Homestead	
Breton Cabinet, Knotwork		Epic	Blueprint	Woodworking	Hearth	Breton	Homestead	
Breton Candelabra, Formal		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Carpet, Bordered		Epic	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Carpet, Dark		Superior	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Carpet, Full		Superior	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Carpet, Green		Fine	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Carpet, Square		Fine	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Cart, Covered Closed		Epic	Blueprint	Woodworking	Courtyard	Breton	Homestead	
Breton Cart, Covered Open		Superior	Blueprint	Woodworking	Courtyard	Breton	Homestead	
Breton Cart, Palanquin		Epic	Blueprint	Woodworking	Courtyard	Breton	Homestead	
Breton Cart, Wheelbarrow		Fine	Blueprint	Woodworking	Courtyard	Breton	Homestead	
Breton Chair, Padded		Epic	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Chair, Rocking		Superior	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Chair, Slatted		Fine	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Chair, Windowed		Fine	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Chamberstick, Short		Superior	Design	Provisioning	Lighting	Breton	Homestead	
Breton Chamberstick, Tall		Superior	Design	Provisioning	Lighting	Breton	Homestead	
Breton Chandelier, Wrought Iron		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Chest of Drawers		Superior	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Chest, Knotwork		Superior	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Coffer, Knotwork		Epic	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Counter, Cabinet		Epic	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Counter, Corner		Epic	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Counter, Long Cabinet		Superior	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Cradle, Infant		Epic	Pattern	Clothing	Suite	Breton	Homestead	
Breton Cupboard, Knotwork		Superior	Blueprint	Woodworking	Hearth	Breton	Homestead	
Breton Curio, Knotwork		Epic	Blueprint	Woodworking	Hearth	Breton	Homestead	
Breton Curtains, Window		Epic	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Desk		Fine	Blueprint	Woodworking	Library	Breton	Homestead	
Breton Desk, Knotwork		Superior	Blueprint	Woodworking	Library	Breton	Homestead	
Breton Desk, Scholar's		Epic	Blueprint	Woodworking	Library	Breton	Homestead	
Breton Divider, Curved Knotwork		Epic	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Divider, Folded Knotwork		Epic	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Drapes, Grand		Epic	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Dresser, Knotwork		Epic	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Dresser, Open		Fine	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Figure, Stone		Epic	Praxis	Enchanting	Courtyard	Breton	Homestead	
Breton Footlocker, Knotwork		Epic	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Hutch, Knotwork		Superior	Blueprint	Woodworking	Hearth	Breton	Homestead	
Breton Lamp, Hanging		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Lamp, Oil		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Lightpost, Arched		Superior	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Lightpost, Single		Fine	Blueprint	Woodworking	Lighting	Breton	Homestead	
Breton Medallion, Lion		Epic	Diagram	Blacksmithing	Gallery	Breton	Homestead	
Breton Mirror, Knotwork		Epic	Formula	Alchemy	Suite	Breton	Homestead	
Breton Nightstand, Knotwork		Epic	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Nightstand, Open		Fine	Blueprint	Woodworking	Suite	Breton	Homestead	
Breton Pew, Knotwork		Superior	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Pew, Windowed		Fine	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Pitcher, Ceramic		Fine	Design	Provisioning	Hearth	Breton	Homestead	
Breton Pottery, Lid		Superior	Design	Provisioning	Hearth	Breton	Homestead	
Breton Rack, Barrel		Fine	Blueprint	Woodworking	Hearth	Breton	Homestead	
Breton Rack, Wine		Superior	Blueprint	Woodworking	Hearth	Breton	Homestead	
Breton Rug, Bordered		Epic	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Rug, Starburst		Superior	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Runner, Bordered		Epic	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Sconce, Floor		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Sconce, Grand		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Sconce, Sturdy Torch		Fine	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Sconce, Torch		Fine	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Sconce, Wall		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Shelf, Barrel Rack		Superior	Diagram	Blacksmithing	Hearth	Breton	Homestead	
Breton Shelf, Long		Fine	Blueprint	Woodworking	Library	Breton	Homestead	
Breton Shelf, Scrolled		Superior	Blueprint	Woodworking	Library	Breton	Homestead	
Breton Shelves, Double		Fine	Blueprint	Woodworking	Library	Breton	Homestead	
Breton Sideboard, Knotwork		Epic	Blueprint	Woodworking	Hearth	Breton	Homestead	
Breton Stall, Merchant		Fine	Blueprint	Woodworking	Structures	Breton	Homestead	
Breton Stall, Vending		Superior	Blueprint	Woodworking	Structures	Breton	Homestead	
Breton Stool, Padded		Epic	Blueprint	Woodworking	Workshop	Breton	Homestead	
Breton Stool, Plain		Superior	Blueprint	Woodworking	Workshop	Breton	Homestead	
Breton Street Post, Plain		Fine	Blueprint	Woodworking	Courtyard	Breton	Homestead	
Breton Street Post, Stone		Fine	Blueprint	Woodworking	Courtyard	Breton	Homestead	
Breton Streetlight, Arched Stone		Superior	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Streetlight, Full		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Streetlight, Full Stone		Epic	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Streetlight, Paired		Superior	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Streetlight, Paired Stone		Superior	Diagram	Blacksmithing	Lighting	Breton	Homestead	
Breton Table, Dining		Fine	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Table, Formal		Epic	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Table, Kitchen		Fine	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Table, Round		Superior	Blueprint	Woodworking	Parlor	Breton	Homestead	
Breton Table, Square		Superior	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Tablecloth, Blue		Epic	Pattern	Clothing	Miscellaneous	Breton	Homestead	
Breton Tablecloth, Striped		Epic	Pattern	Clothing	Miscellaneous	Breton	Homestead	
Breton Tapestry, Boughs		Epic	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Tapestry, Vines		Epic	Pattern	Clothing	Parlor	Breton	Homestead	
Breton Throne		Legendary	Blueprint	Woodworking	Gallery	Breton	Homestead	Farm Wayrest Nobles
Breton Trestle, Formal		Epic	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Trestle, Sturdy		Fine	Blueprint	Woodworking	Dining	Breton	Homestead	
Breton Urn Lid, Striated		Epic	Diagram	Blacksmithing	Undercroft	Breton	Homestead	
Breton Urn, Glazed		Superior	Design	Provisioning	Hearth	Breton	Homestead	
Breton Urn, Striated		Epic	Praxis	Enchanting	Hearth	Breton	Homestead	
Breton Vase, Ceramic		Fine	Design	Provisioning	Parlor	Breton	Homestead	
Breton Vase, Delicate		Epic	Praxis	Enchanting	Parlor	Breton	Homestead	
Breton Vase, Glazed		Superior	Design	Provisioning	Parlor	Breton	Homestead	
Cabinet, Poisonmaker's		Legendary	Blueprint	Woodworking	Hearth	Miscellaneous	Homestead	Master Writ Furnishing
Cage, Covered		Epic	Diagram	Blacksmithing	Undercroft	Miscellaneous	Homestead	
Cage, Wild Animal		Epic	Diagram	Blacksmithing	Undercroft	Miscellaneous	Homestead	
Candle Set, Ritual		Superior	Design	Provisioning	Lighting	Miscellaneous	Homestead	
Candle, Group		Superior	Design	Provisioning	Lighting	Miscellaneous	Homestead	
Carrots, Wax		Fine	Design	Provisioning	Hearth	Plain Food	Homestead	
Cart, Sided		Superior	Blueprint	Woodworking	Courtyard	Miscellaneous	Homestead	
Case of Vials		Legendary	Formula	Alchemy	Workshop	Miscellaneous	Homestead	Master Writ Furnishing
Cauldron of Soup		Superior	Diagram	Blacksmithing	Hearth	Plain Food	Homestead	
Cauldron of Stew		Superior	Diagram	Blacksmithing	Hearth	Plain Food	Homestead	
Cauldron, Covered		Superior	Diagram	Blacksmithing	Hearth	Plain Food	Homestead	
Chair, Carved		Superior	Blueprint	Woodworking	Dining	Miscellaneous	Homestead	
Cheese Wedge		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Cleaver, Butcher's		Superior	Diagram	Blacksmithing	Hearth	Miscellaneous	Homestead	
Clockwork Barrel, Sealed		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Barrel, Wide		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Bowl, Large Nutriment Paste		Superior	Design	Provisioning	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Bowl, Nutriment Paste		Fine	Design	Provisioning	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Cabinet, Sequence Plaque		Epic	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Chair, Practical		Superior	Diagram	Blacksmithing	Dining	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Chair, Reinforced		Epic	Diagram	Blacksmithing	Dining	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Charging Station, Animo Core		Epic	Praxis	Enchanting	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Charging Station, Factotum		Epic	Praxis	Enchanting	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Coffer, Robust		Superior	Diagram	Blacksmithing	Suite	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Control Panel, Single		Epic	Praxis	Enchanting	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Crate, Large Closed		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Crate, Large Open		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Crate, Square		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Crate, Wide		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Cup, Empty		Fine	Diagram	Blacksmithing	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Cup, Recycled Water		Fine	Design	Provisioning	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Drafting Table, Flat		Superior	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Drafting Table, Raised		Epic	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Flask Stand, Short		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Flask Stand, Tall		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Furnace, Socketed		Epic	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Goblet, Empty		Superior	Diagram	Blacksmithing	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Goblet, Recycled Water		Superior	Design	Provisioning	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Illuminator, Capsule Tower		Epic	Praxis	Enchanting	Lighting	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Illuminator, Compact		Superior	Praxis	Enchanting	Lighting	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Illuminator, Compact Stand		Superior	Praxis	Enchanting	Lighting	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Illuminator, Personal Desk		Epic	Praxis	Enchanting	Lighting	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Illuminator, Powered Capsule		Epic	Praxis	Enchanting	Lighting	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Illuminator, Solitary Capsule		Superior	Praxis	Enchanting	Lighting	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Keg, Sturdy		Fine	Diagram	Blacksmithing	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Lamppost, Gas		Superior	Formula	Alchemy	Lighting	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Lectern, Empty		Superior	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Meal, Dish		Superior	Design	Provisioning	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Meal, Plate		Superior	Design	Provisioning	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Measuring Cup, Sintered		Fine	Praxis	Enchanting	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Mortar And Pestle, Sintered		Superior	Praxis	Enchanting	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Mug, Reinforced		Epic	Diagram	Blacksmithing	Hearth	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Nightstand, Octagonal		Superior	Diagram	Blacksmithing	Suite	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Paste Dispenser, Empty		Epic	Design	Provisioning	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Pump, Vertical		Epic	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Scales, Precision Calibrated		Epic	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Sequence Plaque, Single		Fine	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Sequence Plaques, Folded		Superior	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Sequence Plaques, Unfolded		Superior	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Sequence Spool, Single		Superior	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Sequence Spool, Triple		Epic	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Shelf, Wall		Fine	Diagram	Blacksmithing	Library	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Somnolostation		Superior	Diagram	Blacksmithing	Suite	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Stool, Practical		Fine	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Surveyor's Tripod, Calibrated		Superior	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Switch, Sturdy		Superior	Praxis	Enchanting	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Table, Beveled		Superior	Diagram	Blacksmithing	Dining	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Table, Grand		Epic	Diagram	Blacksmithing	Dining	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Table, Octagonal		Fine	Diagram	Blacksmithing	Dining	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Vent, Octagonal Fan		Superior	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Wall Machinery, Arched		Epic	Diagram	Blacksmithing	Workshop	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clockwork Wardrobe, Precision Engineered		Superior	Diagram	Blacksmithing	Suite	Clockwork	Morrowind / Clockwork	Farm Clockwork City
Clothier’s Form, Brass		Legendary	Pattern	Clothing	Workshop	Miscellaneous	Dragon Bones	Master Writ Furnishing
Coffin, Case		Epic	Blueprint	Woodworking	Undercroft	Miscellaneous	Homestead	
Coffin, Lid		Epic	Blueprint	Woodworking	Undercroft	Miscellaneous	Homestead	
Common Barrel, Sealed		Fine	Blueprint	Woodworking	Workshop	Common	Homestead	
Common Basket, Closed		Fine	Pattern	Clothing	Hearth	Common	Homestead	
Common Basket, Lid		Fine	Pattern	Clothing	Hearth	Common	Homestead	
Common Basket, Open		Fine	Pattern	Clothing	Hearth	Common	Homestead	
Common Basket, Tall		Fine	Pattern	Clothing	Hearth	Common	Homestead	
Common Bookrest, Practical		Fine	Praxis	Enchanting	Library	Common	Homestead	
Common Bowl of Soup, Display		Fine	Design	Provisioning	Hearth	Common	Homestead	
Common Bowl of Stew, Display		Fine	Design	Provisioning	Hearth	Common	Homestead	
Common Bucket, Basic		Fine	Blueprint	Woodworking	Hearth	Common	Homestead	
Common Bucket, Rope		Fine	Blueprint	Woodworking	Hearth	Common	Homestead	
Common Cage, Hunting		Fine	Diagram	Blacksmithing	Workshop	Common	Homestead	
Common Candle, Lasting		Fine	Design	Provisioning	Lighting	Common	Homestead	
Common Candle, Set		Fine	Design	Provisioning	Lighting	Common	Homestead	
Common Candles, Pair		Fine	Design	Provisioning	Lighting	Common	Homestead	
Common Cargo, Covered		Fine	Blueprint	Woodworking	Workshop	Common	Homestead	
Common Cargo, Reinforced		Fine	Blueprint	Woodworking	Workshop	Common	Homestead	
Common Cargo, Sealed		Fine	Blueprint	Woodworking	Workshop	Common	Homestead	
Common Cleaver, Cooking		Fine	Diagram	Blacksmithing	Hearth	Common	Homestead	
Common Counter, Island Stall		Fine	Blueprint	Woodworking	Dining	Common	Homestead	
Common Crate, Sealed		Fine	Blueprint	Woodworking	Workshop	Common	Homestead	
Common Inkwell, Practical		Fine	Diagram	Blacksmithing	Library	Common	Homestead	
Common Lantern, Hanging		Fine	Diagram	Blacksmithing	Lighting	Common	Homestead	
Common Lantern, Stationary		Fine	Diagram	Blacksmithing	Lighting	Common	Homestead	
Common Pack, Backpack		Fine	Pattern	Clothing	Hearth	Common	Homestead	
Common Pack, Satchel		Fine	Pattern	Clothing	Hearth	Common	Homestead	
Common Plate, Setting		Fine	Diagram	Blacksmithing	Hearth	Common	Homestead	
Common Plate, Simple		Fine	Diagram	Blacksmithing	Hearth	Common	Homestead	
Common Platter, Serving		Fine	Diagram	Blacksmithing	Hearth	Common	Homestead	
Common Post, Flag Pole		Fine	Diagram	Blacksmithing	Courtyard	Common	Homestead	
Common Post, Sign Holder		Fine	Diagram	Blacksmithing	Courtyard	Common	Homestead	
Common Pot, Cooking		Fine	Diagram	Blacksmithing	Hearth	Common	Homestead	
Common Quill, Feather		Fine	Formula	Alchemy	Library	Common	Homestead	
Common Skillet, Practical		Fine	Diagram	Blacksmithing	Hearth	Common	Homestead	
Common Table, Slanted		Fine	Blueprint	Woodworking	Dining	Common	Homestead	
Common Trap, Hunting		Fine	Diagram	Blacksmithing	Workshop	Common	Homestead	
Common Trough		Fine	Blueprint	Woodworking	Workshop	Common	Homestead	
Common Washtub, Empty		Fine	Blueprint	Woodworking	Hearth	Common	Homestead	
Common Wheelbarrow, Barrel		Fine	Blueprint	Woodworking	Workshop	Common	Homestead	
Common Wheelbarrow, Flat		Fine	Blueprint	Woodworking	Courtyard	Common	Homestead	
Common Wheelbarrow, Sided		Fine	Blueprint	Woodworking	Courtyard	Common	Homestead	
Cured Meat		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Cured Meat Chunk		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Cured Meat Chunks		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Cured Meat Hock		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Cured Meat Pile		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Cured Meat Shank		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Cured Meats		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Daedric Base, Ashen		Epic	Praxis	Enchanting	Structures	Daedric	Morrowind / Clockwork	
Daedric Bench, Ashen		Superior	Diagram	Blacksmithing	Dining	Daedric	Morrowind / Clockwork	
