Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Breton Desk, Knotwork	superior	Library	7.0				11.0	7.0			Homestead	25.0
Breton Desk, Scholar's	epic	Library	8.0				12.0	8.0			Homestead	28.0
Breton Divider, Curved Knotwork	epic	Suite	9.0				14.0	9.0			Homestead	32.0
Breton Divider, Folded Knotwork	epic	Suite	8.0				13.0	9.0			Homestead	30.0
Breton Drapes, Grand	epic	Parlor	8.0			9.0			13.0		Homestead	30.0
Breton Dresser, Knotwork	epic	Suite	8.0				13.0	9.0			Homestead	30.0
Breton Dresser, Open	fine	Suite					7.0				Homestead	7.0
Breton Figure, Stone	epic	Courtyard	8.0			13.0		9.0			Homestead	30.0
Breton Footlocker, Knotwork	epic	Suite	8.0				12.0	8.0			Homestead	28.0
Breton Hutch, Knotwork	superior	Hearth	7.0				11.0	7.0			Homestead	25.0
Breton Lamp, Hanging	epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Breton Lamp, Oil	epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Breton Lightpost, Arched	superior	Lighting				6.0	6.0	9.0			Homestead	21.0
Breton Lightpost, Single	fine	Lighting	4.0				7.0				Homestead	11.0
Breton Medallion, Lion	epic	Gallery	9.0			9.0		14.0			Homestead	32.0
Breton Mirror, Knotwork	epic	Suite	12.0			7.0	9.0				Homestead	28.0
Breton Nightstand, Knotwork	epic	Suite	8.0				12.0	8.0			Homestead	28.0
Breton Nightstand, Open	fine	Suite					6.0				Homestead	6.0
Breton Pew, Knotwork	superior	Dining	6.0				10.0	7.0			Homestead	23.0
Breton Pew, Windowed	fine	Dining					6.0				Homestead	6.0
Breton Pitcher, Ceramic	fine	Hearth		4.0							Homestead	4.0
Breton Pottery, Lid	superior	Hearth		7.0		5.0		5.0			Homestead	17.0
Breton Rack, Barrel	fine	Hearth					6.0				Homestead	6.0
Breton Rack, Wine	superior	Hearth		7.0			11.0	8.0			Homestead	26.0
Breton Rug, Bordered	epic	Parlor	8.0			9.0			13.0		Homestead	30.0
Breton Rug, Starburst	superior	Parlor	6.0			6.0			9.0		Homestead	21.0
Breton Runner, Bordered	epic	Parlor	8.0			8.0			12.0		Homestead	28.0
Breton Sconce, Floor	epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Breton Sconce, Grand	epic	Lighting		8.0				12.0	8.0		Homestead	28.0
Breton Sconce, Sturdy Torch	fine	Lighting	4.0			4.0		6.0			Homestead	14.0
Breton Sconce, Torch	fine	Lighting				3.0		5.0			Homestead	8.0
Breton Sconce, Wall	epic	Lighting		8.0		8.0		12.0			Homestead	28.0
Breton Shelf, Barrel Rack	superior	Hearth	6.0				7.0	10.0			Homestead	23.0
Breton Shelf, Long	fine	Library					4.0				Homestead	4.0
Breton Shelf, Scrolled	superior	Library	5.0				7.0	5.0			Homestead	17.0
Breton Shelves, Double	fine	Library					6.0				Homestead	6.0
Breton Sideboard, Knotwork	epic	Hearth	8.0				13.0	9.0			Homestead	30.0
Breton Stall, Merchant	fine	Structures					6.0				Homestead	6.0
Breton Stall, Vending	superior	Structures	5.0				13.0	11.0			Homestead	29.0
Breton Stool, Padded	epic	Workshop					12.0	8.0	8.0		Homestead	28.0
Breton Stool, Plain	superior	Workshop	5.0				8.0	6.0			Homestead	19.0
Breton Street Post, Plain	fine	Courtyard				5.0	7.0				Homestead	12.0
Breton Street Post, Stone	fine	Courtyard				6.0	7.0				Homestead	13.0
Breton Streetlight, Arched Stone	superior	Lighting				7.0	6.0	10.0			Homestead	23.0
Breton Streetlight, Full	epic	Lighting				9.0	9.0	14.0			Homestead	32.0
Breton Streetlight, Full Stone	epic	Lighting				8.0	9.0	13.0			Homestead	30.0
Breton Streetlight, Paired	superior	Lighting				5.0	8.0	10.0			Homestead	23.0
Breton Streetlight, Paired Stone	superior	Lighting				8.0	8.0	13.0			Homestead	29.0
Breton Table, Dining	fine	Dining					5.0				Homestead	5.0
Breton Table, Formal	epic	Dining	8.0				13.0	9.0			Homestead	30.0
Breton Table, Kitchen	fine	Dining					5.0				Homestead	5.0
Breton Table, Round	superior	Parlor	7.0				9.0	5.0			Homestead	21.0
Breton Table, Square	superior	Dining	5.0				8.0	6.0			Homestead	19.0
Breton Tablecloth, Blue	epic	Miscellaneous	8.0			8.0			13.0		Homestead	29.0
Breton Tablecloth, Striped	epic	Miscellaneous	8.0			8.0			12.0		Homestead	28.0
Breton Tapestry, Boughs	epic	Parlor	10.0					8.0	14.0		Homestead	32.0
Breton Tapestry, Vines	epic	Parlor	8.0			9.0			13.0		Homestead	30.0
Breton Throne	legendary	Gallery				13.0	15.0	9.0	13.0		Homestead	50.0
Breton Trestle, Formal	epic	Dining	8.0				12.0	8.0			Homestead	28.0
Breton Trestle, Sturdy	fine	Dining					6.0				Homestead	6.0
Breton Urn Lid, Striated	epic	Undercroft		7.0		8.0		11.0			Homestead	26.0
Breton Urn, Glazed	superior	Hearth		7.0		5.0		5.0			Homestead	17.0
Breton Urn, Striated	epic	Hearth	8.0			11.0		7.0			Homestead	26.0
Breton Vase, Ceramic	fine	Parlor		5.0				4.0			Homestead	9.0
Breton Vase, Delicate	epic	Parlor	8.0			12.0		8.0			Homestead	28.0
Breton Vase, Glazed	superior	Parlor	5.0	7.0				5.0			Homestead	17.0
Cabinet, Poisonmaker's	legendary	Hearth	11.0	11.0		11.0	15.0				Homestead	48.0
Cage, Covered	epic	Undercroft	9.0			9.0		14.0			Homestead	32.0
Cage, Wild Animal	epic	Undercroft				7.0	11.0	14.0			Homestead	32.0
Candle Set, Ritual	superior	Lighting	8.0	10.0		6.0					Homestead	24.0
Candle, Group	superior	Lighting	5.0	7.0		5.0					Homestead	17.0
Carrots, Wax	fine	Hearth		3.0							Homestead	3.0
Cart, Sided	superior	Courtyard					9.0				Homestead	9.0
Case of Vials	legendary	Workshop	13.0			13.0	13.0	13.0			Homestead	52.0
Cauldron of Soup	superior	Hearth		8.0				7.0			Homestead	15.0
Cauldron of Stew	superior	Hearth		8.0				7.0			Homestead	15.0
Cauldron, Covered	superior	Hearth		6.0				9.0			Homestead	15.0
Chair, Carved	superior	Dining				5.0	8.0	5.0			Homestead	18.0
Cheese Wedge	superior	Hearth	4.0	6.0							Homestead	10.0
Cleaver, Butcher's	superior	Hearth					6.0	8.0			Homestead	14.0
Clockwork Barrel, Sealed	fine	Workshop				3.0		5.0			Morrowind / Clockwork	8.0
Clockwork Barrel, Wide	fine	Workshop				3.0		6.0			Morrowind / Clockwork	9.0
Clockwork Bowl, Large Nutriment Paste	superior	Hearth		7.0				5.0			Morrowind / Clockwork	12.0
Clockwork Bowl, Nutriment Paste	fine	Hearth		5.0				3.0			Morrowind / Clockwork	8.0
Clockwork Cabinet, Sequence Plaque	epic	Library	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Chair, Practical	superior	Dining				6.0		9.0			Morrowind / Clockwork	15.0
Clockwork Chair, Reinforced	epic	Dining	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Charging Station, Animo Core	epic	Workshop	7.0			9.0		12.0			Morrowind / Clockwork	28.0
Clockwork Charging Station, Factotum	epic	Workshop	7.0			9.0		12.0			Morrowind / Clockwork	28.0
Clockwork Coffer, Robust	superior	Suite				6.0		9.0			Morrowind / Clockwork	15.0
Clockwork Control Panel, Single	epic	Workshop	6.0			12.0		10.0			Morrowind / Clockwork	28.0
Clockwork Crate, Large Closed	fine	Workshop				3.0		6.0			Morrowind / Clockwork	9.0
Clockwork Crate, Large Open	fine	Workshop				3.0		5.0			Morrowind / Clockwork	8.0
Clockwork Crate, Square	fine	Workshop				3.0		5.0			Morrowind / Clockwork	8.0
Clockwork Crate, Wide	fine	Workshop				3.0		6.0			Morrowind / Clockwork	9.0
Clockwork Cup, Empty	fine	Hearth						5.0			Morrowind / Clockwork	5.0
Clockwork Cup, Recycled Water	fine	Hearth		5.0				3.0			Morrowind / Clockwork	8.0
Clockwork Drafting Table, Flat	superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Drafting Table, Raised	epic	Library	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Flask Stand, Short	fine	Workshop						5.0			Morrowind / Clockwork	5.0
Clockwork Flask Stand, Tall	fine	Workshop						5.0			Morrowind / Clockwork	5.0
Clockwork Furnace, Socketed	epic	Workshop	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Goblet, Empty	superior	Hearth		7.0				8.0			Morrowind / Clockwork	15.0
Clockwork Goblet, Recycled Water	superior	Hearth		8.0				7.0			Morrowind / Clockwork	15.0
Clockwork Illuminator, Capsule Tower	epic	Lighting	7.0			13.0		10.0			Morrowind / Clockwork	30.0
Clockwork Illuminator, Compact	superior	Lighting				10.0		8.0			Morrowind / Clockwork	18.0
Clockwork Illuminator, Compact Stand	superior	Lighting				10.0		8.0			Morrowind / Clockwork	18.0
Clockwork Illuminator, Personal Desk	epic	Lighting	6.0			12.0		10.0			Morrowind / Clockwork	28.0
Clockwork Illuminator, Powered Capsule	epic	Lighting	7.0			13.0		10.0			Morrowind / Clockwork	30.0
Clockwork Illuminator, Solitary Capsule	superior	Lighting				9.0		7.0			Morrowind / Clockwork	16.0
Clockwork Keg, Sturdy	fine	Hearth				3.0		6.0			Morrowind / Clockwork	9.0
Clockwork Lamppost, Gas	superior	Lighting	9.0					6.0			Morrowind / Clockwork	15.0
Clockwork Lectern, Empty	superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Meal, Dish	superior	Hearth		7.0				7.0			Morrowind / Clockwork	14.0
Clockwork Meal, Plate	superior	Hearth		7.0				7.0			Morrowind / Clockwork	14.0
Clockwork Measuring Cup, Sintered	fine	Hearth				5.0		3.0			Morrowind / Clockwork	8.0
Clockwork Mortar And Pestle, Sintered	superior	Workshop				8.0		5.0			Morrowind / Clockwork	13.0
Clockwork Mug, Reinforced	epic	Hearth		8.0		8.0		12.0			Morrowind / Clockwork	28.0
Clockwork Nightstand, Octagonal	superior	Suite				6.0		8.0			Morrowind / Clockwork	14.0
Clockwork Paste Dispenser, Empty	epic	Workshop	7.0	10.0				9.0			Morrowind / Clockwork	26.0
Clockwork Pump, Vertical	epic	Workshop	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Clockwork Scales, Precision Calibrated	epic	Workshop	8.0			9.0		13.0			Morrowind / Clockwork	30.0
Clockwork Sequence Plaque, Single	fine	Library				5.0		6.0			Morrowind / Clockwork	11.0
Clockwork Sequence Plaques, Folded	superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Sequence Plaques, Unfolded	superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Sequence Spool, Single	superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Sequence Spool, Triple	epic	Library	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Shelf, Wall	fine	Library						5.0			Morrowind / Clockwork	5.0
Clockwork Somnolostation	superior	Suite				6.0		9.0			Morrowind / Clockwork	15.0
Clockwork Stool, Practical	fine	Workshop						5.0			Morrowind / Clockwork	5.0
Clockwork Surveyor's Tripod, Calibrated	superior	Workshop				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Switch, Sturdy	superior	Workshop				9.0		7.0			Morrowind / Clockwork	16.0
Clockwork Table, Beveled	superior	Dining				6.0		8.0			Morrowind / Clockwork	14.0
Clockwork Table, Grand	epic	Dining	6.0			11.0		13.0			Morrowind / Clockwork	30.0
Clockwork Table, Octagonal	fine	Dining						5.0			Morrowind / Clockwork	5.0
Clockwork Vent, Octagonal Fan	superior	Workshop	6.0					9.0			Morrowind / Clockwork	15.0
Clockwork Wall Machinery, Arched	epic	Workshop	7.0			9.0		12.0			Morrowind / Clockwork	28.0
Clockwork Wardrobe, Precision Engineered	superior	Suite				7.0		10.0			Morrowind / Clockwork	17.0
Clothier’s Form, Brass	legendary	Workshop				9.0	9.0	13.0	15.0		Dragon Bones	46.0
Coffin, Case	epic	Undercroft	5.0				9.0	5.0			Homestead	19.0
Coffin, Lid	epic	Undercroft	5.0				9.0	5.0			Homestead	19.0
Common Barrel, Sealed	fine	Workshop					5.0				Homestead	5.0
Common Basket, Closed	fine	Hearth							5.0		Homestead	5.0
Common Basket, Lid	fine	Hearth							3.0		Homestead	3.0
Common Basket, Open	fine	Hearth							3.0		Homestead	3.0
Common Basket, Tall	fine	Hearth							6.0		Homestead	6.0
Common Bookrest, Practical	fine	Library				3.0					Homestead	3.0
Common Bowl of Soup, Display	fine	Hearth		3.0							Homestead	3.0
Common Bowl of Stew, Display	fine	Hearth		3.0							Homestead	3.0
Common Bucket, Basic	fine	Hearth					4.0				Homestead	4.0
Common Bucket, Rope	fine	Hearth					4.0				Homestead	4.0
Common Cage, Hunting	fine	Workshop					3.0	5.0			Homestead	8.0
Common Candle, Lasting	fine	Lighting		3.0		2.0					Homestead	5.0
Common Candle, Set	fine	Lighting		4.0							Homestead	4.0
Common Candles, Pair	fine	Lighting		3.0							Homestead	3.0
Common Cargo, Covered	fine	Workshop					5.0				Homestead	5.0
Common Cargo, Reinforced	fine	Workshop					5.0	3.0			Homestead	8.0
Common Cargo, Sealed	fine	Workshop					5.0	3.0			Homestead	8.0
Common Cleaver, Cooking	fine	Hearth						3.0			Homestead	3.0
Common Counter, Island Stall	fine	Dining					7.0				Homestead	7.0
Common Crate, Sealed	fine	Workshop					6.0				Homestead	6.0
Common Inkwell, Practical	fine	Library						3.0			Homestead	3.0
Common Lantern, Hanging	fine	Lighting				2.0		3.0			Homestead	5.0
Common Lantern, Stationary	fine	Lighting						3.0			Homestead	3.0
Common Pack, Backpack	fine	Hearth							3.0		Homestead	3.0
Common Pack, Satchel	fine	Hearth							3.0		Homestead	3.0
Common Plate, Setting	fine	Hearth						3.0			Homestead	3.0
Common Plate, Simple	fine	Hearth						3.0			Homestead	3.0
Common Platter, Serving	fine	Hearth						4.0			Homestead	4.0
Common Post, Flag Pole	fine	Courtyard						4.0			Homestead	4.0
Common Post, Sign Holder	fine	Courtyard						5.0			Homestead	5.0
Common Pot, Cooking	fine	Hearth		3.0				3.0			Homestead	6.0
Common Quill, Feather	fine	Library	5.0	3.0							Homestead	8.0
Common Skillet, Practical	fine	Hearth						3.0			Homestead	3.0
Common Table, Slanted	fine	Dining					2.0				Homestead	2.0
Common Trap, Hunting	fine	Workshop					3.0	5.0			Homestead	8.0
Common Trough	fine	Workshop					3.0				Homestead	3.0
Common Washtub, Empty	fine	Hearth					4.0				Homestead	4.0
Common Wheelbarrow, Barrel	fine	Workshop					7.0				Homestead	7.0
Common Wheelbarrow, Flat	fine	Courtyard					6.0				Homestead	6.0
Common Wheelbarrow, Sided	fine	Courtyard					7.0				Homestead	7.0
Cured Meat	superior	Hearth		10.0							Homestead	10.0
Cured Meat Chunk	superior	Hearth		10.0							Homestead	10.0
Cured Meat Chunks	superior	Hearth		10.0							Homestead	10.0
Cured Meat Hock	superior	Hearth		10.0							Homestead	10.0
Cured Meat Pile	superior	Hearth		10.0							Homestead	10.0
Cured Meat Shank	superior	Hearth	7.0	9.0		6.0					Homestead	22.0
Cured Meats	superior	Hearth		10.0							Homestead	10.0
Daedric Base, Ashen	epic	Structures	8.0			12.0		8.0			Morrowind / Clockwork	28.0
Daedric Bench, Ashen	superior	Dining					6.0	9.0	6.0		Morrowind / Clockwork	21.0
Daedric Brazier, Coldharbour	superior	Lighting				7.0		9.0			Morrowind / Clockwork	16.0
Daedric Brazier, Standing	epic	Lighting	12.0			9.0		7.0			Morrowind / Clockwork	28.0
Daedric Brazier, Table	epic	Lighting	11.0			7.0		8.0			Morrowind / Clockwork	26.0
Daedric Cage, Hanging	epic	Undercroft	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Daedric Candles, Group	epic	Lighting	8.0	10.0		6.0					Morrowind / Clockwork	24.0
Daedric Candles, Ritual Set	epic	Lighting	6.0	10.0		8.0					Morrowind / Clockwork	24.0
Daedric Chandelier, Ritual	epic	Lighting	9.0			7.0		12.0			Morrowind / Clockwork	28.0
Daedric Doorway, Spiked	epic	Structures	7.0			12.0		9.0			Morrowind / Clockwork	28.0
Daedric Fence, Section	superior	Structures				6.0		9.0			Morrowind / Clockwork	15.0
Daedric Pedestal, Ritual	superior	Dining	5.0			7.0		9.0			Morrowind / Clockwork	21.0
Daedric Platform, Ashen	epic	Structures	8.0			12.0		8.0			Morrowind / Clockwork	28.0
Daedric Urn, Ashen	epic	Undercroft	7.0			11.0		8.0			Morrowind / Clockwork	26.0
Dark Elf Armchair, Angled	fine	Dining					5.0				Homestead	5.0
Dark Elf Basin, Ringed	fine	Undercroft				4.0		6.0			Homestead	10.0
Dark Elf Bed, Canopy	epic	Suite					14.0	9.0	9.0		Homestead	32.0
Dark Elf Bed, Full	superior	Suite					9.0	7.0	13.0		Homestead	29.0
Dark Elf Bed, Single	fine	Suite					4.0		7.0		Homestead	11.0
Dark Elf Bookcase, Sectioned	superior	Library	5.0				9.0	7.0			Homestead	21.0
Dark Elf Candelabra, Angled	epic	Lighting		8.0		8.0		12.0			Homestead	28.0
Dark Elf Candle, Claw Base	fine	Lighting				3.0		4.0			Homestead	7.0
Dark Elf Candle, Votive Tray	epic	Lighting		8.0		8.0		12.0			Homestead	28.0
Dark Elf Caravan, Cargo	superior	Courtyard					13.0	8.0	8.0		Homestead	29.0
Dark Elf Carpet, Ashen	superior	Parlor	7.0			7.0			11.0		Homestead	25.0
Dark Elf Carpet, Fungal	superior	Parlor	5.0			6.0			8.0		Homestead	19.0
Dark Elf Carpet, Mossy	superior	Parlor	6.0			6.0			9.0		Homestead	21.0
Dark Elf Carpet, Mottled	fine	Parlor	4.0						6.0		Homestead	10.0
Dark Elf Carpet, Patterned	fine	Parlor							5.0		Homestead	5.0
Dark Elf Cart, Merchant	fine	Courtyard					7.0				Homestead	7.0
Dark Elf Cauldron, Banded	superior	Hearth		6.0				9.0			Homestead	15.0
Dark Elf Cauldron, Ringed	epic	Hearth	9.0			8.0		13.0			Homestead	30.0
Dark Elf Censer, Hanging	epic	Undercroft	8.0			8.0		12.0			Homestead	28.0
Dark Elf Chair, Angled	fine	Dining					5.0	3.0	3.0		Homestead	11.0
Dark Elf Chest of Drawers	fine	Suite	3.0				6.0	4.0			Homestead	13.0
Dark Elf Counter, Bar	superior	Dining	6.0				10.0	7.0			Homestead	23.0
Dark Elf Counter, Block	epic	Dining	8.0				13.0	9.0			Homestead	30.0
Dark Elf Counter, Corner	epic	Dining	8.0				12.0	9.0			Homestead	29.0
Dark Elf Cruet, Glass	superior	Hearth	9.0	6.0		6.0					Homestead	21.0
Dark Elf Decanter, Glass	superior	Hearth	9.0	6.0		6.0					Homestead	21.0
Dark Elf Desk, Angled	superior	Library	6.0				11.0	8.0			Homestead	25.0
Dark Elf Divider, Folded	epic	Suite	9.0				13.0	8.0			Homestead	30.0
Dark Elf Dresser, Angled	superior	Suite					10.0				Homestead	10.0
Dark Elf End Table, Angled	superior	Parlor	7.0				11.0	7.0			Homestead	25.0
Dark Elf Flags, Hanging	superior	Parlor	6.0			6.0			9.0		Homestead	21.0
Dark Elf Hook, Wall	superior	Gallery				7.0	7.0	11.0			Homestead	25.0
Dark Elf Kettle Cooker	epic	Hearth		9.0		8.0		13.0			Homestead	30.0
Dark Elf Lantern, Ashen	superior	Lighting	7.0			7.0		11.0			Homestead	25.0
Dark Elf Lantern, Caged	epic	Lighting		7.0		6.0		9.0			Homestead	22.0
Dark Elf Lantern, Hanging	epic	Lighting		7.0		6.0		9.0			Homestead	22.0
Dark Elf Lantern, Oil	fine	Lighting	5.0			3.0					Homestead	8.0
Dark Elf Medallion, Tribunal	epic	Gallery	9.0			9.0		14.0			Homestead	32.0
Dark Elf Nightstand, Angled	epic	Suite	8.0				12.0	8.0			Homestead	28.0
Dark Elf Pillow, Body	superior	Suite	5.0	6.0					8.0		Homestead	19.0
Dark Elf Pillow, Cushion	epic	Suite	8.0			8.0			12.0		Homestead	28.0
Dark Elf Pillow, Roll	epic	Suite	8.0			8.0			12.0		Homestead	28.0
Dark Elf Pot, Banded	superior	Hearth	7.0			7.0		11.0			Homestead	25.0
Dark Elf Pot, Scaled	superior	Hearth						6.0			Homestead	6.0
Dark Elf Rack, Barrel	fine	Hearth					7.0				Homestead	7.0
Dark Elf Rug, Fungal	epic	Parlor	7.0			7.0			10.0		Homestead	24.0
Dark Elf Rug, Mossy	epic	Parlor	9.0			8.0			13.0		Homestead	30.0
Dark Elf Rug, Striated	epic	Parlor	8.0			9.0			13.0		Homestead	30.0
Dark Elf Runner, Bordered	fine	Parlor							4.0		Homestead	4.0
Dark Elf Shelf, Barrel	superior	Library	5.0				10.0	8.0			Homestead	23.0
Dark Elf Shelf, Wall	fine	Library	4.0				6.0	4.0			Homestead	14.0
Dark Elf Sofa, Angled	epic	Parlor					13.0	8.0	9.0		Homestead	30.0
Dark Elf Stool, Angled	superior	Workshop					9.0	5.0	7.0		Homestead	21.0
Dark Elf Streetlamp, Stone	superior	Lighting				6.0	6.0	9.0			Homestead	21.0
Dark Elf Streetlamps, Stone	superior	Lighting				7.0	7.0	11.0			Homestead	25.0
Dark Elf Streetpost, Banner	fine	Courtyard					7.0				Homestead	7.0
Dark Elf Streetpost, Banners	fine	Courtyard					9.0				Homestead	9.0
Dark Elf Table, Formal	fine	Dining					6.0				Homestead	6.0
Dark Elf Table, Tea	epic	Parlor	6.0				12.0	9.0			Homestead	27.0
Dark Elf Tapestry, Emblazoned	fine	Parlor	4.0						7.0		Homestead	11.0
Dark Elf Tent, Canopy	 Legendary	Structures	12.0		8.0			15.0	15.0		Elsweyr	50.0
Dark Elf Thurible, Caged	epic	Undercroft	7.0	6.0				9.0			Homestead	22.0
Dark Elf Trestle, Scaled	superior	Dining	6.0				9.0	6.0			Homestead	21.0
Dark Elf Trunk, Buckled	epic	Suite					12.0	8.0	8.0		Homestead	28.0
Dark Elf Urn, Banded	fine	Hearth						5.0			Homestead	5.0
Dark Elf Wagon, Merchant	superior	Courtyard	9.0				12.0	6.0			Homestead	27.0
Dark Elf Wardrobe, Angled	epic	Suite				8.0	13.0	9.0			Homestead	30.0
Dark Elf Wardrobe, Scaled	superior	Suite	7.0				11.0	7.0			Homestead	25.0
Dark Elf Wine Rack, Sturdy	superior	Hearth					7.0				Homestead	7.0
Deadlands Archway 	epic	Structures			7.0	13.0				7.0		27.0
Deadlands Archway, Large	superior	Structures	6.0			9.0					Deadlands	15.0
Deadlands Armoire, Etched	epic	Suite			6.0		13.0	10.0			Deadlands	29.0
Deadlands Bench, Etched Wide	superior	Dining				6.0		9.0			Deadlands	15.0
Deadlands Bookcase, Ashen	superior	Library					9.0	6.0			Blackwood	15.0
Deadlands Bookcase, Etched	superior	Library					9.0	6.0			Deadlands	15.0
Deadlands Bookcase, Large Ashen	epic	Library				10.0	13.0		7.0		Deadlands	30.0
Deadlands Bookcase, Large Cluttered	epic	Library				10.0	13.0		7.0		Deadlands	30.0
Deadlands Brazier, Bladed Cage	epic	Lighting	7.0			10.0		13.0			Blackwood	30.0
Deadlands Brazier, Bladed Pillar	epic	Lighting	7.0			10.0		13.0			Blackwood	30.0
Deadlands Brazier, Bladed Tall	epic	Lighting	7.0			10.0		13.0			Blackwood	30.0
Deadlands Brazier, Large Etched	epic	Lighting	7.0		7.0			13.0			Deadlands	27.0
Deadlands Candelabra, Tall	epic	Lighting	7.0					13.0		10.0	Deadlands	30.0
Deadlands Candelabra, Tall Caged	epic	Lighting	7.0					13.0		10.0	Deadlands	30.0
Deadlands Candleholder, Etched	epic	Lighting	9.0		6.0			13.0			Deadlands	28.0
Deadlands Carpet, Large	epic	Parlor			7.0			7.0	13.0		Deadlands	27.0
Deadlands Ceiling	superior	Structures				9.0	6.0				Deadlands	15.0
Deadlands Chair, Ashen	superior	Dining	6.0				9.0				Blackwood	15.0
Deadlands Chair, Etched	superior	Dining					6.0	9.0			Deadlands	15.0
Deadlands Column, Heavy	superior	Courtyard				9.0		6.0			Deadlands	15.0
Deadlands Column, Heavy Roofed	superior	Courtyard				9.0		6.0			Deadlands	15.0
